CLUSTERID1,CLUSTERID2,DeltaMZ,MEH,Cosine,OtherScore,ComponentIndex,EdgeAnnotation
1378,1378,0,1,1,1,-1,NA
25171,25171,0,1,1,1,-1,NA
3680,3680,0,1,1,1,-1,NA
7114,7114,0,1,1,1,-1,NA
3659,3659,0,1,1,1,-1,NA
4280,4280,0,1,1,1,-1,NA
3421,3421,0,1,1,1,-1,NA
4534,4534,0,1,1,1,-1,NA
20958,20958,0,1,1,1,-1,NA
22389,22389,0,1,1,1,-1,NA
10014,10014,0,1,1,1,-1,NA
9479,9479,0,1,1,1,-1,NA
29711,29711,0,1,1,1,-1,NA
24648,24648,0,1,1,1,-1,NA
29086,29086,0,1,1,1,-1,NA
9278,9278,0,1,1,1,-1,NA
19142,19142,0,1,1,1,-1,NA
18163,18163,0,1,1,1,-1,NA
19568,19568,0,1,1,1,-1,NA
18775,18775,0,1,1,1,-1,NA
22753,22753,0,1,1,1,-1,NA
576,576,0,1,1,1,-1,NA
21492,21492,0,1,1,1,-1,NA
28266,28266,0,1,1,1,-1,NA
21701,21701,0,1,1,1,-1,NA
27461,27461,0,1,1,1,-1,NA
25605,25605,0,1,1,1,-1,NA
23549,23549,0,1,1,1,-1,NA
20138,20138,0,1,1,1,-1,NA
13922,13922,0,1,1,1,-1,NA
19520,19520,0,1,1,1,-1,NA
6263,6263,0,1,1,1,-1,NA
20213,20213,0,1,1,1,-1,NA
24590,24590,0,1,1,1,-1,NA
2345,2345,0,1,1,1,-1,NA
16306,16306,0,1,1,1,-1,NA
5219,5219,0,1,1,1,-1,NA
7184,7184,0,1,1,1,-1,NA
14310,14310,0,1,1,1,-1,NA
4642,4642,0,1,1,1,-1,NA
25952,25952,0,1,1,1,-1,NA
28386,28386,0,1,1,1,-1,NA
27518,27518,0,1,1,1,-1,NA
27293,27293,0,1,1,1,-1,NA
26158,26158,0,1,1,1,-1,NA
5546,5546,0,1,1,1,-1,NA
28460,28460,0,1,1,1,-1,NA
28297,28297,0,1,1,1,-1,NA
23424,23424,0,1,1,1,-1,NA
30094,30094,0,1,1,1,-1,NA
27340,27340,0,1,1,1,-1,NA
31330,31330,0,1,1,1,-1,NA
26387,26387,0,1,1,1,-1,NA
27422,27422,0,1,1,1,-1,NA
5604,5604,0,1,1,1,-1,NA
28618,28618,0,1,1,1,-1,NA
9064,9064,0,1,1,1,-1,NA
21303,21303,0,1,1,1,-1,NA
8533,8533,0,1,1,1,-1,NA
5288,5288,0,1,1,1,-1,NA
3406,3406,0,1,1,1,-1,NA
12656,12656,0,1,1,1,-1,NA
8119,8119,0,1,1,1,-1,NA
13040,13040,0,1,1,1,-1,NA
6031,6031,0,1,1,1,-1,NA
16352,16352,0,1,1,1,-1,NA
18035,18035,0,1,1,1,-1,NA
11363,11363,0,1,1,1,-1,NA
27738,27738,0,1,1,1,-1,NA
12513,12513,0,1,1,1,-1,NA
27748,27748,0,1,1,1,-1,NA
31478,31478,0,1,1,1,-1,NA
30761,30761,0,1,1,1,-1,NA
28070,28070,0,1,1,1,-1,NA
25411,25411,0,1,1,1,-1,NA
27225,27225,0,1,1,1,-1,NA
23723,23723,0,1,1,1,-1,NA
24447,24447,0,1,1,1,-1,NA
24852,24852,0,1,1,1,-1,NA
23478,23478,0,1,1,1,-1,NA
27975,27975,0,1,1,1,-1,NA
27450,27450,0,1,1,1,-1,NA
30327,30327,0,1,1,1,-1,NA
26257,26257,0,1,1,1,-1,NA
31592,31592,0,1,1,1,-1,NA
28875,28875,0,1,1,1,-1,NA
29049,29049,0,1,1,1,-1,NA
31822,31822,0,1,1,1,-1,NA
30413,30413,0,1,1,1,-1,NA
28398,28398,0,1,1,1,-1,NA
27731,27731,0,1,1,1,-1,NA
25397,25397,0,1,1,1,-1,NA
24896,24896,0,1,1,1,-1,NA
18339,18339,0,1,1,1,-1,NA
13250,13250,0,1,1,1,-1,NA
4918,4918,0,1,1,1,-1,NA
5974,5974,0,1,1,1,-1,NA
19229,19229,0,1,1,1,-1,NA
17954,17954,0,1,1,1,-1,NA
12402,12402,0,1,1,1,-1,NA
11639,11639,0,1,1,1,-1,NA
13603,13603,0,1,1,1,-1,NA
11125,11125,0,1,1,1,-1,NA
11513,11513,0,1,1,1,-1,NA
19977,19977,0,1,1,1,-1,NA
10946,10946,0,1,1,1,-1,NA
7965,7965,0,1,1,1,-1,NA
8401,8401,0,1,1,1,-1,NA
29210,29210,0,1,1,1,-1,NA
10277,10277,0,1,1,1,-1,NA
12201,12201,0,1,1,1,-1,NA
9031,9031,0,1,1,1,-1,NA
9622,9622,0,1,1,1,-1,NA
16365,16365,0,1,1,1,-1,NA
11697,11697,0,1,1,1,-1,NA
28648,28648,0,1,1,1,-1,NA
18110,18110,0,1,1,1,-1,NA
25641,25641,0,1,1,1,-1,NA
28493,28493,0,1,1,1,-1,NA
27250,27250,0,1,1,1,-1,NA
27115,27115,0,1,1,1,-1,NA
24561,24561,0,1,1,1,-1,NA
23727,23727,0,1,1,1,-1,NA
23488,23488,0,1,1,1,-1,NA
26024,26024,0,1,1,1,-1,NA
22185,22185,0,1,1,1,-1,NA
25612,25612,0,1,1,1,-1,NA
20236,20236,0,1,1,1,-1,NA
22222,22222,0,1,1,1,-1,NA
30428,30428,0,1,1,1,-1,NA
26535,26535,0,1,1,1,-1,NA
6659,6659,0,1,1,1,-1,NA
17322,17322,0,1,1,1,-1,NA
18080,18080,0,1,1,1,-1,NA
7760,7760,0,1,1,1,-1,NA
8307,8307,0,1,1,1,-1,NA
5944,5944,0,1,1,1,-1,NA
10830,10830,0,1,1,1,-1,NA
8016,8016,0,1,1,1,-1,NA
24491,24491,0,1,1,1,-1,NA
17845,17845,0,1,1,1,-1,NA
22491,22491,0,1,1,1,-1,NA
21841,21841,0,1,1,1,-1,NA
18564,18564,0,1,1,1,-1,NA
11050,11050,0,1,1,1,-1,NA
8682,8682,0,1,1,1,-1,NA
10052,10052,0,1,1,1,-1,NA
19048,19048,0,1,1,1,-1,NA
8919,8919,0,1,1,1,-1,NA
26211,26211,0,1,1,1,-1,NA
27860,27860,0,1,1,1,-1,NA
27495,27495,0,1,1,1,-1,NA
26910,26910,0,1,1,1,-1,NA
17674,17674,0,1,1,1,-1,NA
877,877,0,1,1,1,-1,NA
2286,2286,0,1,1,1,-1,NA
9387,9387,0,1,1,1,-1,NA
2080,2080,0,1,1,1,-1,NA
595,595,0,1,1,1,-1,NA
5398,5398,0,1,1,1,-1,NA
7428,7428,0,1,1,1,-1,NA
5730,5730,0,1,1,1,-1,NA
5383,5383,0,1,1,1,-1,NA
11795,11795,0,1,1,1,-1,NA
21273,21273,0,1,1,1,-1,NA
18296,18296,0,1,1,1,-1,NA
16406,16406,0,1,1,1,-1,NA
16699,16699,0,1,1,1,-1,NA
9293,9293,0,1,1,1,-1,NA
8639,8639,0,1,1,1,-1,NA
25454,25454,0,1,1,1,-1,NA
9668,9668,0,1,1,1,-1,NA
17078,17078,0,1,1,1,-1,NA
25327,25327,0,1,1,1,-1,NA
26961,26961,0,1,1,1,-1,NA
26317,26317,0,1,1,1,-1,NA
12480,12480,0,1,1,1,-1,NA
26097,26097,0,1,1,1,-1,NA
23638,23638,0,1,1,1,-1,NA
27305,27305,0,1,1,1,-1,NA
25295,25295,0,1,1,1,-1,NA
22509,22509,0,1,1,1,-1,NA
15695,15695,0,1,1,1,-1,NA
19894,19894,0,1,1,1,-1,NA
445,445,0,1,1,1,-1,NA
19190,19190,0,1,1,1,-1,NA
25410,25410,0,1,1,1,-1,NA
24407,24407,0,1,1,1,-1,NA
25655,25655,0,1,1,1,-1,NA
22996,22996,0,1,1,1,-1,NA
21938,21938,0,1,1,1,-1,NA
18011,18011,0,1,1,1,-1,NA
19829,19829,0,1,1,1,-1,NA
15536,15536,0,1,1,1,-1,NA
18300,18300,0,1,1,1,-1,NA
2768,2768,0,1,1,1,-1,NA
4329,4329,0,1,1,1,-1,NA
9350,9350,0,1,1,1,-1,NA
4083,4083,0,1,1,1,-1,NA
2554,2554,0,1,1,1,-1,NA
25159,25159,0,1,1,1,-1,NA
30763,30763,0,1,1,1,-1,NA
659,659,0,1,1,1,-1,NA
5563,5563,0,1,1,1,-1,NA
17119,17119,0,1,1,1,-1,NA
20765,20765,0,1,1,1,-1,NA
19956,19956,0,1,1,1,-1,NA
26028,26028,0,1,1,1,-1,NA
13485,13485,0,1,1,1,-1,NA
9877,9877,0,1,1,1,-1,NA
18085,18085,0,1,1,1,-1,NA
7676,7676,0,1,1,1,-1,NA
10249,10249,0,1,1,1,-1,NA
18718,18718,0,1,1,1,-1,NA
19830,19830,0,1,1,1,-1,NA
16986,16986,0,1,1,1,-1,NA
21773,21773,0,1,1,1,-1,NA
23238,23238,0,1,1,1,-1,NA
14948,14948,0,1,1,1,-1,NA
15448,15448,0,1,1,1,-1,NA
8153,8153,0,1,1,1,-1,NA
10502,10502,0,1,1,1,-1,NA
14738,14738,0,1,1,1,-1,NA
174,174,0,1,1,1,-1,NA
26659,26659,0,1,1,1,-1,NA
22458,22458,0,1,1,1,-1,NA
26658,26658,0,1,1,1,-1,NA
19893,19893,0,1,1,1,-1,NA
22067,22067,0,1,1,1,-1,NA
24521,24521,0,1,1,1,-1,NA
10876,10876,0,1,1,1,-1,NA
7875,7875,0,1,1,1,-1,NA
6282,6282,0,1,1,1,-1,NA
28092,28092,0,1,1,1,-1,NA
25711,25711,0,1,1,1,-1,NA
19627,19627,0,1,1,1,-1,NA
9670,9670,0,1,1,1,-1,NA
9232,9232,0,1,1,1,-1,NA
3509,3509,0,1,1,1,-1,NA
6392,6392,0,1,1,1,-1,NA
7654,7654,0,1,1,1,-1,NA
5486,5486,0,1,1,1,-1,NA
2793,2793,0,1,1,1,-1,NA
2904,2904,0,1,1,1,-1,NA
15575,15575,0,1,1,1,-1,NA
21917,21917,0,1,1,1,-1,NA
7995,7995,0,1,1,1,-1,NA
14110,14110,0,1,1,1,-1,NA
20354,20354,0,1,1,1,-1,NA
22520,22520,0,1,1,1,-1,NA
25432,25432,0,1,1,1,-1,NA
10929,10929,0,1,1,1,-1,NA
7058,7058,0,1,1,1,-1,NA
9299,9299,0,1,1,1,-1,NA
11098,11098,0,1,1,1,-1,NA
21835,21835,0,1,1,1,-1,NA
26288,26288,0,1,1,1,-1,NA
23880,23880,0,1,1,1,-1,NA
19872,19872,0,1,1,1,-1,NA
22738,22738,0,1,1,1,-1,NA
21745,21745,0,1,1,1,-1,NA
26220,26220,0,1,1,1,-1,NA
26156,26156,0,1,1,1,-1,NA
28541,28541,0,1,1,1,-1,NA
23381,23381,0,1,1,1,-1,NA
27328,27328,0,1,1,1,-1,NA
27650,27650,0,1,1,1,-1,NA
28403,28403,0,1,1,1,-1,NA
29036,29036,0,1,1,1,-1,NA
28438,28438,0,1,1,1,-1,NA
29221,29221,0,1,1,1,-1,NA
19096,19096,0,1,1,1,-1,NA
5763,5763,0,1,1,1,-1,NA
8544,8544,0,1,1,1,-1,NA
5619,5619,0,1,1,1,-1,NA
4320,4320,0,1,1,1,-1,NA
13587,13587,0,1,1,1,-1,NA
16685,16685,0,1,1,1,-1,NA
15984,15984,0,1,1,1,-1,NA
4794,4794,0,1,1,1,-1,NA
11800,11800,0,1,1,1,-1,NA
23179,23179,0,1,1,1,-1,NA
31667,31667,0,1,1,1,-1,NA
31895,31895,0,1,1,1,-1,NA
17513,17513,0,1,1,1,-1,NA
24647,24647,0,1,1,1,-1,NA
23471,23471,0,1,1,1,-1,NA
21525,21525,0,1,1,1,-1,NA
25933,25933,0,1,1,1,-1,NA
26786,26786,0,1,1,1,-1,NA
25448,25448,0,1,1,1,-1,NA
26572,26572,0,1,1,1,-1,NA
24559,24559,0,1,1,1,-1,NA
26660,26660,0,1,1,1,-1,NA
24205,24205,0,1,1,1,-1,NA
24392,24392,0,1,1,1,-1,NA
26821,26821,0,1,1,1,-1,NA
26407,26407,0,1,1,1,-1,NA
10968,10968,0,1,1,1,-1,NA
17166,17166,0,1,1,1,-1,NA
28695,28695,0,1,1,1,-1,NA
8164,8164,0,1,1,1,-1,NA
13217,13217,0,1,1,1,-1,NA
14589,14589,0,1,1,1,-1,NA
13575,13575,0,1,1,1,-1,NA
24622,24622,0,1,1,1,-1,NA
13107,13107,0,1,1,1,-1,NA
17566,17566,0,1,1,1,-1,NA
8165,8165,0,1,1,1,-1,NA
20337,20337,0,1,1,1,-1,NA
14852,14852,0,1,1,1,-1,NA
15808,15808,0,1,1,1,-1,NA
15499,15499,0,1,1,1,-1,NA
6041,6041,0,1,1,1,-1,NA
13480,13480,0,1,1,1,-1,NA
13691,13691,0,1,1,1,-1,NA
13605,13605,0,1,1,1,-1,NA
14307,14307,0,1,1,1,-1,NA
18699,18699,0,1,1,1,-1,NA
13477,13477,0,1,1,1,-1,NA
24461,24461,0,1,1,1,-1,NA
20809,20809,0,1,1,1,-1,NA
12651,12651,0,1,1,1,-1,NA
6651,6651,0,1,1,1,-1,NA
17464,17464,0,1,1,1,-1,NA
22042,22042,0,1,1,1,-1,NA
26880,26880,0,1,1,1,-1,NA
24687,24687,0,1,1,1,-1,NA
20265,20265,0,1,1,1,-1,NA
17957,17957,0,1,1,1,-1,NA
25647,25647,0,1,1,1,-1,NA
19341,19341,0,1,1,1,-1,NA
23487,23487,0,1,1,1,-1,NA
23859,23859,0,1,1,1,-1,NA
21471,21471,0,1,1,1,-1,NA
25574,25574,0,1,1,1,-1,NA
26497,26497,0,1,1,1,-1,NA
7140,7140,0,1,1,1,-1,NA
8240,8240,0,1,1,1,-1,NA
11869,11869,0,1,1,1,-1,NA
11853,11853,0,1,1,1,-1,NA
3153,3153,0,1,1,1,-1,NA
6771,6771,0,1,1,1,-1,NA
7354,7354,0,1,1,1,-1,NA
19481,19481,0,1,1,1,-1,NA
19684,19684,0,1,1,1,-1,NA
13631,13631,0,1,1,1,-1,NA
22327,22327,0,1,1,1,-1,NA
27104,27104,0,1,1,1,-1,NA
16820,16820,0,1,1,1,-1,NA
20617,20617,0,1,1,1,-1,NA
20826,20826,0,1,1,1,-1,NA
19171,19171,0,1,1,1,-1,NA
17250,17250,0,1,1,1,-1,NA
22796,22796,0,1,1,1,-1,NA
29261,29261,0,1,1,1,-1,NA
28698,28698,0,1,1,1,-1,NA
19557,19557,0,1,1,1,-1,NA
29351,29351,0,1,1,1,-1,NA
4975,4975,0,1,1,1,-1,NA
5721,5721,0,1,1,1,-1,NA
4603,4603,0,1,1,1,-1,NA
3438,3438,0,1,1,1,-1,NA
5159,5159,0,1,1,1,-1,NA
4061,4061,0,1,1,1,-1,NA
2123,2123,0,1,1,1,-1,NA
3669,3669,0,1,1,1,-1,NA
3441,3441,0,1,1,1,-1,NA
2167,2167,0,1,1,1,-1,NA
4226,4226,0,1,1,1,-1,NA
2101,2101,0,1,1,1,-1,NA
3984,3984,0,1,1,1,-1,NA
1620,1620,0,1,1,1,-1,NA
2004,2004,0,1,1,1,-1,NA
11061,11061,0,1,1,1,-1,NA
10074,10074,0,1,1,1,-1,NA
10446,10446,0,1,1,1,-1,NA
10264,10264,0,1,1,1,-1,NA
11690,11690,0,1,1,1,-1,NA
21965,21965,0,1,1,1,-1,NA
26490,26490,0,1,1,1,-1,NA
29692,29692,0,1,1,1,-1,NA
17074,17074,0,1,1,1,-1,NA
2103,2103,0,1,1,1,-1,NA
12557,12557,0,1,1,1,-1,NA
18121,18121,0,1,1,1,-1,NA
4478,4478,0,1,1,1,-1,NA
6260,6260,0,1,1,1,-1,NA
3658,3658,0,1,1,1,-1,NA
7128,7128,0,1,1,1,-1,NA
5699,5699,0,1,1,1,-1,NA
7971,7971,0,1,1,1,-1,NA
5824,5824,0,1,1,1,-1,NA
1030,1030,0,1,1,1,-1,NA
16965,16965,0,1,1,1,-1,NA
13617,13617,0,1,1,1,-1,NA
16602,16602,0,1,1,1,-1,NA
17035,17035,0,1,1,1,-1,NA
20072,20072,0,1,1,1,-1,NA
13268,13268,0,1,1,1,-1,NA
30149,30149,0,1,1,1,-1,NA
30079,30079,0,1,1,1,-1,NA
3933,3933,0,1,1,1,-1,NA
12065,12065,0,1,1,1,-1,NA
11000,11000,0,1,1,1,-1,NA
2359,2359,0,1,1,1,-1,NA
2178,2178,0,1,1,1,-1,NA
25322,25322,0,1,1,1,-1,NA
8450,8450,0,1,1,1,-1,NA
17559,17559,0,1,1,1,-1,NA
15603,15603,0,1,1,1,-1,NA
16164,16164,0,1,1,1,-1,NA
10832,10832,0,1,1,1,-1,NA
14620,14620,0,1,1,1,-1,NA
16979,16979,0,1,1,1,-1,NA
32465,32465,0,1,1,1,-1,NA
27922,27922,0,1,1,1,-1,NA
20548,20548,0,1,1,1,-1,NA
14929,14929,0,1,1,1,-1,NA
12684,12684,0,1,1,1,-1,NA
9195,9195,0,1,1,1,-1,NA
10818,10818,0,1,1,1,-1,NA
10167,10167,0,1,1,1,-1,NA
6747,6747,0,1,1,1,-1,NA
2891,2891,0,1,1,1,-1,NA
3048,3048,0,1,1,1,-1,NA
1892,1892,0,1,1,1,-1,NA
22226,22226,0,1,1,1,-1,NA
12703,12703,0,1,1,1,-1,NA
21032,21032,0,1,1,1,-1,NA
188,188,0,1,1,1,-1,NA
17055,17055,0,1,1,1,-1,NA
6362,6362,0,1,1,1,-1,NA
28932,28932,0,1,1,1,-1,NA
27655,27655,0,1,1,1,-1,NA
28935,28935,0,1,1,1,-1,NA
28324,28324,0,1,1,1,-1,NA
13275,13275,0,1,1,1,-1,NA
1351,1351,0,1,1,1,-1,NA
12915,12915,0,1,1,1,-1,NA
2565,2565,0,1,1,1,-1,NA
2717,2717,0,1,1,1,-1,NA
6761,6761,0,1,1,1,-1,NA
1742,1742,0,1,1,1,-1,NA
1774,1774,0,1,1,1,-1,NA
1933,1933,0,1,1,1,-1,NA
13934,13934,0,1,1,1,-1,NA
17599,17599,0,1,1,1,-1,NA
7852,7852,0,1,1,1,-1,NA
29444,29444,0,1,1,1,-1,NA
18659,18659,0,1,1,1,-1,NA
21535,21535,0,1,1,1,-1,NA
21755,21755,0,1,1,1,-1,NA
20786,20786,0,1,1,1,-1,NA
24239,24239,0,1,1,1,-1,NA
13681,13681,0,1,1,1,-1,NA
6131,6131,0,1,1,1,-1,NA
32364,32364,0,1,1,1,-1,NA
26706,26706,0,1,1,1,-1,NA
24451,24451,0,1,1,1,-1,NA
18624,18624,0,1,1,1,-1,NA
24308,24308,0,1,1,1,-1,NA
5018,5018,0,1,1,1,-1,NA
6177,6177,0,1,1,1,-1,NA
21277,21277,0,1,1,1,-1,NA
15715,15715,0,1,1,1,-1,NA
14797,14797,0,1,1,1,-1,NA
11634,11634,0,1,1,1,-1,NA
12746,12746,0,1,1,1,-1,NA
12002,12002,0,1,1,1,-1,NA
13294,13294,0,1,1,1,-1,NA
15643,15643,0,1,1,1,-1,NA
14077,14077,0,1,1,1,-1,NA
6918,6918,0,1,1,1,-1,NA
9878,9878,0,1,1,1,-1,NA
18465,18465,0,1,1,1,-1,NA
15850,15850,0,1,1,1,-1,NA
18779,18779,0,1,1,1,-1,NA
23937,23937,0,1,1,1,-1,NA
23767,23767,0,1,1,1,-1,NA
25282,25282,0,1,1,1,-1,NA
14420,14420,0,1,1,1,-1,NA
19620,19620,0,1,1,1,-1,NA
5138,5138,0,1,1,1,-1,NA
5715,5715,0,1,1,1,-1,NA
7778,7778,0,1,1,1,-1,NA
14974,14974,0,1,1,1,-1,NA
4325,4325,0,1,1,1,-1,NA
5212,5212,0,1,1,1,-1,NA
19053,19053,0,1,1,1,-1,NA
20857,20857,0,1,1,1,-1,NA
17512,17512,0,1,1,1,-1,NA
13700,13700,0,1,1,1,-1,NA
11962,11962,0,1,1,1,-1,NA
15450,15450,0,1,1,1,-1,NA
16135,16135,0,1,1,1,-1,NA
13029,13029,0,1,1,1,-1,NA
13581,13581,0,1,1,1,-1,NA
11262,11262,0,1,1,1,-1,NA
11987,11987,0,1,1,1,-1,NA
14942,14942,0,1,1,1,-1,NA
8128,8128,0,1,1,1,-1,NA
19443,19443,0,1,1,1,-1,NA
23230,23230,0,1,1,1,-1,NA
8204,8204,0,1,1,1,-1,NA
11392,11392,0,1,1,1,-1,NA
5594,5594,0,1,1,1,-1,NA
3934,3934,0,1,1,1,-1,NA
8393,8393,0,1,1,1,-1,NA
5857,5857,0,1,1,1,-1,NA
6451,6451,0,1,1,1,-1,NA
6702,6702,0,1,1,1,-1,NA
19147,19147,0,1,1,1,-1,NA
6442,6442,0,1,1,1,-1,NA
4613,4613,0,1,1,1,-1,NA
12633,12633,0,1,1,1,-1,NA
17087,17087,0,1,1,1,-1,NA
6962,6962,0,1,1,1,-1,NA
6424,6424,0,1,1,1,-1,NA
10829,10829,0,1,1,1,-1,NA
3873,3873,0,1,1,1,-1,NA
9414,9414,0,1,1,1,-1,NA
14267,14267,0,1,1,1,-1,NA
24745,24745,0,1,1,1,-1,NA
23540,23540,0,1,1,1,-1,NA
22461,22461,0,1,1,1,-1,NA
21132,21132,0,1,1,1,-1,NA
21608,21608,0,1,1,1,-1,NA
12403,12403,0,1,1,1,-1,NA
15600,15600,0,1,1,1,-1,NA
4002,4002,0,1,1,1,-1,NA
4370,4370,0,1,1,1,-1,NA
9033,9033,0,1,1,1,-1,NA
8371,8371,0,1,1,1,-1,NA
21528,21528,0,1,1,1,-1,NA
23191,23191,0,1,1,1,-1,NA
7119,7119,0,1,1,1,-1,NA
11560,11560,0,1,1,1,-1,NA
14563,14563,0,1,1,1,-1,NA
9587,9587,0,1,1,1,-1,NA
30772,30772,0,1,1,1,-1,NA
21343,21343,0,1,1,1,-1,NA
4800,4800,0,1,1,1,-1,NA
21431,21431,0,1,1,1,-1,NA
7020,7020,0,1,1,1,-1,NA
14759,14759,0,1,1,1,-1,NA
18959,18959,0,1,1,1,-1,NA
20153,20153,0,1,1,1,-1,NA
8101,8101,0,1,1,1,-1,NA
32653,32653,0,1,1,1,-1,NA
31284,31284,0,1,1,1,-1,NA
30931,30931,0,1,1,1,-1,NA
6580,6580,0,1,1,1,-1,NA
3836,3836,0,1,1,1,-1,NA
14754,14754,0,1,1,1,-1,NA
24249,24249,0,1,1,1,-1,NA
24449,24449,0,1,1,1,-1,NA
15356,15356,0,1,1,1,-1,NA
12447,12447,0,1,1,1,-1,NA
2215,2215,0,1,1,1,-1,NA
2274,2274,0,1,1,1,-1,NA
12887,12887,0,1,1,1,-1,NA
18686,18686,0,1,1,1,-1,NA
22443,22443,0,1,1,1,-1,NA
24085,24085,0,1,1,1,-1,NA
28613,28613,0,1,1,1,-1,NA
28400,28400,0,1,1,1,-1,NA
6693,6693,0,1,1,1,-1,NA
12957,12957,0,1,1,1,-1,NA
12056,12056,0,1,1,1,-1,NA
3673,3673,0,1,1,1,-1,NA
15574,15574,0,1,1,1,-1,NA
3692,3692,0,1,1,1,-1,NA
18151,18151,0,1,1,1,-1,NA
2629,2629,0,1,1,1,-1,NA
3530,3530,0,1,1,1,-1,NA
2721,2721,0,1,1,1,-1,NA
8739,8739,0,1,1,1,-1,NA
7714,7714,0,1,1,1,-1,NA
17552,17552,0,1,1,1,-1,NA
14489,14489,0,1,1,1,-1,NA
17392,17392,0,1,1,1,-1,NA
13406,13406,0,1,1,1,-1,NA
24143,24143,0,1,1,1,-1,NA
19849,19849,0,1,1,1,-1,NA
11113,11113,0,1,1,1,-1,NA
23733,23733,0,1,1,1,-1,NA
23058,23058,0,1,1,1,-1,NA
27163,27163,0,1,1,1,-1,NA
27988,27988,0,1,1,1,-1,NA
26783,26783,0,1,1,1,-1,NA
26319,26319,0,1,1,1,-1,NA
1318,1318,0,1,1,1,-1,NA
8028,8028,0,1,1,1,-1,NA
5770,5770,0,1,1,1,-1,NA
5469,5469,0,1,1,1,-1,NA
5683,5683,0,1,1,1,-1,NA
9625,9625,0,1,1,1,-1,NA
11260,11260,0,1,1,1,-1,NA
19756,19756,0,1,1,1,-1,NA
7565,7565,0,1,1,1,-1,NA
9,9,0,1,1,1,-1,NA
736,736,0,1,1,1,-1,NA
5048,5048,0,1,1,1,-1,NA
26940,26940,0,1,1,1,-1,NA
23006,23006,0,1,1,1,-1,NA
26201,26201,0,1,1,1,-1,NA
24905,24905,0,1,1,1,-1,NA
27366,27366,0,1,1,1,-1,NA
24241,24241,0,1,1,1,-1,NA
4904,4904,0,1,1,1,-1,NA
5160,5160,0,1,1,1,-1,NA
14637,14637,0,1,1,1,-1,NA
6944,6944,0,1,1,1,-1,NA
1255,1255,0,1,1,1,-1,NA
8898,8898,0,1,1,1,-1,NA
7028,7028,0,1,1,1,-1,NA
15051,15051,0,1,1,1,-1,NA
4305,4305,0,1,1,1,-1,NA
12924,12924,0,1,1,1,-1,NA
11644,11644,0,1,1,1,-1,NA
24832,24832,0,1,1,1,-1,NA
4706,4706,0,1,1,1,-1,NA
6373,6373,0,1,1,1,-1,NA
12015,12015,0,1,1,1,-1,NA
13245,13245,0,1,1,1,-1,NA
22723,22723,0,1,1,1,-1,NA
30786,30786,0,1,1,1,-1,NA
13365,13365,0,1,1,1,-1,NA
6149,6149,0,1,1,1,-1,NA
7980,7980,0,1,1,1,-1,NA
9721,9721,0,1,1,1,-1,NA
10486,10486,0,1,1,1,-1,NA
9267,9267,0,1,1,1,-1,NA
8272,8272,0,1,1,1,-1,NA
15770,15770,0,1,1,1,-1,NA
7287,7287,0,1,1,1,-1,NA
7370,7370,0,1,1,1,-1,NA
7578,7578,0,1,1,1,-1,NA
11490,11490,0,1,1,1,-1,NA
16123,16123,0,1,1,1,-1,NA
19477,19477,0,1,1,1,-1,NA
20320,20320,0,1,1,1,-1,NA
10070,10070,0,1,1,1,-1,NA
5351,5351,0,1,1,1,-1,NA
19986,19986,0,1,1,1,-1,NA
17551,17551,0,1,1,1,-1,NA
4602,4602,0,1,1,1,-1,NA
2901,2901,0,1,1,1,-1,NA
922,922,0,1,1,1,-1,NA
9445,9445,0,1,1,1,-1,NA
4116,4116,0,1,1,1,-1,NA
5089,5089,0,1,1,1,-1,NA
4304,4304,0,1,1,1,-1,NA
15106,15106,0,1,1,1,-1,NA
3392,3392,0,1,1,1,-1,NA
15152,15152,0,1,1,1,-1,NA
12535,12535,0,1,1,1,-1,NA
17160,17160,0,1,1,1,-1,NA
16779,16779,0,1,1,1,-1,NA
20162,20162,0,1,1,1,-1,NA
25855,25855,0,1,1,1,-1,NA
21256,21256,0,1,1,1,-1,NA
27007,27007,0,1,1,1,-1,NA
26632,26632,0,1,1,1,-1,NA
23368,23368,0,1,1,1,-1,NA
30375,30375,0,1,1,1,-1,NA
2728,2728,0,1,1,1,-1,NA
14436,14436,0,1,1,1,-1,NA
748,748,0,1,1,1,-1,NA
3195,3195,0,1,1,1,-1,NA
20609,20609,0,1,1,1,-1,NA
19057,19057,0,1,1,1,-1,NA
17345,17345,0,1,1,1,-1,NA
9221,9221,0,1,1,1,-1,NA
5317,5317,0,1,1,1,-1,NA
6288,6288,0,1,1,1,-1,NA
18845,18845,0,1,1,1,-1,NA
7888,7888,0,1,1,1,-1,NA
6087,6087,0,1,1,1,-1,NA
10181,10181,0,1,1,1,-1,NA
6999,6999,0,1,1,1,-1,NA
21902,21902,0,1,1,1,-1,NA
13556,13556,0,1,1,1,-1,NA
28746,28746,0,1,1,1,-1,NA
29560,29560,0,1,1,1,-1,NA
31604,31604,0,1,1,1,-1,NA
11604,11604,0,1,1,1,-1,NA
12981,12981,0,1,1,1,-1,NA
23203,23203,0,1,1,1,-1,NA
6803,6803,0,1,1,1,-1,NA
23764,23764,0,1,1,1,-1,NA
12890,12890,0,1,1,1,-1,NA
20797,20797,0,1,1,1,-1,NA
5140,5140,0,1,1,1,-1,NA
6898,6898,0,1,1,1,-1,NA
8633,8633,0,1,1,1,-1,NA
5573,5573,0,1,1,1,-1,NA
